frame,height,time
0,0,1.41543
1,0,1.45547
2,0,1.49563
3,0,1.53736
4,0,1.57599
5,0,1.61616
6,0,1.6604
7,0,1.70252
8,0,1.74731
9,0,1.79262
10,0,1.83733
11,0,1.88139
12,0,1.91951
13,0,1.95729
14,0,1.99914
15,0,2.04222
16,0,2.08218
17,0,2.12481
18,0,2.1699
19,0,2.2102
20,0,2.25448
21,0,2.29621
22,0,2.34045
23,0,2.38311
24,0,2.42571
25,0,2.46951
26,0,2.51245
27,0,2.55528
28,0,2.6016
29,0,2.64324
30,0,2.68085
31,0,2.71763
32,0,2.75774
33,0,2.80198
34,0,2.84005
35,0,2.88146
36,0,2.92387
37,0,2.96837
38,0,3.01089
39,0,3.05511
40,0,3.09797
41,0,3.14198
42,0,3.18453
43,0,3.22582
44,0,3.27185
45,0,3.3168
46,0,3.3635
47,0,3.40623
48,0,3.44486
49,0,3.48681
50,0,3.5288
51,0,3.56705
52,0,3.60855
53,0,3.64902
54,0,3.69262
55,0,3.73718
56,0,3.78112
57,0,3.82458
58,0,3.86855
59,0,3.90904
60,0,3.9524
61,0,3.99546
62,0,4.03651
63,0,4.07678
64,0,4.11907
65,0,4.16255
66,0,4.20865
67,0,4.25338
68,0,4.29836
69,0,4.33995
70,0,4.38153
71,0,4.42452
72,0,4.469
73,0,4.5103
74,0,4.54837
75,0,4.59004
76,0,4.63614
77,0,4.68605
78,0,4.72825
79,0,4.77252
80,0,4.81711
81,0,4.8633
82,0,4.90862
83,0,4.95293
84,0,4.99423
85,0,5.03446
86,0,5.07878
87,0,5.12191
88,0,5.16484
89,0,5.20835
90,0,5.24997
91,0,5.29632
92,0,5.33962
93,0,5.38523
94,0,5.42918
95,0,5.47234
96,0,5.51705
97,0,5.5596
98,0,5.60631
99,0,5.65002
100,0,5.6947
101,0,5.73995
102,0,5.78369
103,0,5.82898
104,0,5.87058
105,0,5.91236
106,0,5.95429
107,0,5.99929
108,0,6.04612
109,0,6.08707
110,0,6.12675
111,0,6.16894
112,0,6.21191
113,0,6.25443
114,0,6.29692
115,0,6.34171
116,0,6.38346
117,0,6.42574
118,0,6.46962
119,0,6.51136
120,0,6.55222
121,0,6.59233
122,0,6.63522
123,0,6.67836
124,0,6.72218
125,0,6.76252
126,0,6.8002
127,0,6.84327
128,0,6.88697
129,0,6.92894
130,0,6.97358
131,0,7.02041
132,0,7.06406
133,0,7.11041
134,0,7.14961
135,0,7.19595
136,0,7.23873
137,0,7.28113
138,0,7.32442
139,0,7.36227
140,0,7.40437
141,0,7.4519
142,0,7.49424
143,0,7.53651
144,0,7.58039
145,0,7.62438
146,0,7.66454
147,0,7.703
148,0,7.74122
149,0,7.78051
150,0,7.81782
151,0,7.85589
152,0,7.89463
153,0,7.94247
154,0,7.98772
155,0,8.03168
156,0,8.076
157,0,8.12053
158,0,8.15889
159,0,8.20055
160,0,8.24281
161,0,8.28864
162,0,8.33111
163,0,8.37602
164,0,8.41658
165,0,8.46267
166,0,8.50921
167,0,8.54704
168,0,8.58513
169,0,8.62737
170,0,8.66886
171,0,8.71304
172,0,8.75506
173,0,8.80253
174,0,8.83956
175,0,8.87691
176,0,8.91761
177,0,8.95593
178,0,8.99608
179,0,9.0397
180,0,9.08094
181,0,9.12001
182,0,9.15831
183,0,9.19578
184,0,9.23356
185,0,9.27491
186,0,9.31771
187,0,9.35921
188,0,9.3986
189,0,9.43735
190,0,9.47899
191,0,9.51592
192,0,9.55909
193,0,9.60497
194,0,9.64861
195,0,9.69583
196,0,9.73397
197,0,9.77304
198,0,9.81458
199,0,9.85929
200,0,9.90404
201,0,9.94792
202,0,9.98886
203,0,10.0314
204,0,10.075
205,0,10.1172
206,0,10.1636
207,0,10.2026
208,0,10.2417
209,0,10.2875
210,0,10.3339
211,0,10.3737
212,0,10.4117
213,0,10.4553
214,0,10.4977
215,0,10.538
216,0,10.5773
217,0,10.6158
218,0,10.6539
219,0,10.7032
220,0,10.7457
221,0,10.7917
222,0,10.8359
223,0,10.875
224,0,10.9137
225,0,10.9552
226,0,10.9967
227,0,11.0369
228,0,11.0756
229,0,11.1166
230,0,11.1606
231,0,11.2027
232,0,11.2422
233,0,11.2853
234,0,11.3276
235,0,11.3687
236,0,11.41
237,0,11.4496
238,0,11.4914
239,0,11.5379
240,0,11.5843
241,0,11.6298
242,0,11.6745
243,0,11.7197
244,0,11.7622
245,0,11.8037
246,0,11.8443
247,0,11.8871
248,0,11.9329
249,0,11.9779
250,0,12.0219
251,0,12.063
252,0,12.1029
253,0,12.1422
254,0,12.1828
255,0,12.2296
256,0,12.2696
257,0,12.318
258,0,12.3643
259,0,12.4124
260,0,12.4581
261,0,12.5039
262,0,12.5498
263,0,12.5928
264,0,12.6407
265,0,12.6832
266,0,12.7277
267,0,12.7689
268,0,12.8157
269,0,12.8614
270,0,12.9093
271,0,12.9575
272,0,13.005
273,0,13.0464
274,0,13.0949
275,0,13.1419
276,0,13.1903
277,0,13.2316
278,0,13.2781
279,0,13.3227
280,0,13.369
281,0,13.4161
282,0,13.4635
283,0,13.5095
284,0,13.5493
285,0,13.5883
286,0,13.6274
287,0,13.6741
288,0,13.7168
289,0,13.7645
290,0,13.8108
291,0,13.8589
292,0,13.8981
293,0,13.9429
294,0,13.9901
295,0,14.0336
296,0,14.08
297,0,14.1228
298,0,14.161
299,0,14.2031
300,0,14.2495
301,0,14.2892
302,0,14.328
303,0,14.3714
304,0,14.4161
305,0,14.4565
306,0,14.4955
307,0,14.5411
308,0,14.5819
309,0,14.6261
310,0,14.6714
311,0,14.7169
312,0,14.7612
313,0,14.8006
314,0,14.8409
315,0,14.8818
316,0,14.9247
317,0,14.9678
318,0,15.0151
319,0,15.0576
320,0,15.1032
321,0,15.1452
322,0,15.186
323,0,15.2297
324,0,15.2764
325,0,15.3265
326,0,15.3689
327,0,15.4104
328,0,15.4582
329,0,15.5017
330,0,15.5453
331,0,15.5879
332,0,15.6268
333,0,15.6698
334,0,15.7089
335,0,15.7526
336,0,15.7915
337,0,15.8339
338,0,15.8769
339,0,15.9233
340,0,15.9669
341,0,16.0117
342,0,16.0625
343,0,16.1069
344,0,16.1515
345,0,16.1927
346,0,16.2309
347,0,16.2765
348,0,16.3173
349,0,16.3562
350,0,16.4003
351,0,16.4448
352,0,16.4894
353,0,16.535
354,0,16.5744
355,0,16.6197
356,0,16.6623
357,0,16.7082
358,0,16.75
359,0,16.7944
360,0,16.8357
361,0,16.8821
362,0,16.9249
363,0,16.97
364,0,17.0109
365,0,17.0523
366,0,17.098
367,0,17.1374
368,0,17.1778
369,0,17.226
370,0,17.2739
371,0,17.3201
372,0,17.3704
373,0,17.415
374,0,17.4549
375,0,17.4995
376,0,17.5386
377,0,17.5812
378,0,17.6268
379,0,17.672
380,0,17.7139
381,0,17.7529
382,0,17.793
383,0,17.8329
384,0,17.8711
385,0,17.9106
386,0,17.9567
387,0,18.0015
388,0,18.0503
389,0,18.0981
390,0,18.1415
391,0,18.1865
392,0,18.2282
393,0,18.2733
394,0,18.3174
395,0,18.364
396,0,18.4121
397,0,18.4593
398,0,18.5047
399,0,18.5488
400,0,18.5943
401,0,18.6429
402,0,18.6841
403,0,18.7294
404,0,18.7716
405,0,18.8106
406,0,18.8494
407,0,18.8929
408,0,18.9388
409,0,18.9846
410,0,19.0281
411,0,19.0687
412,0,19.1143
413,0,19.1585
414,0,19.2057
415,0,19.2503
416,0,19.2896
417,0,19.3285
418,0,19.3694
419,0,19.4096
420,0,19.4496
421,0,19.4943
422,0,19.5366
423,0,19.5767
424,0,19.6152
425,0,19.6537
426,0,19.6978
427,0,19.7395
428,0,19.7819
429,0,19.8282
430,0,19.8687
431,0,19.9072
432,0,19.9495
433,0,19.9944
434,0,20.0391
435,0,20.0834
436,0,20.1291
437,0,20.1734
438,0,20.2174
439,0,20.2574
440,0,20.3009
441,0,20.3403
442,0,20.3835
443,0,20.4242
444,0,20.468
445,0,20.5087
446,0,20.5543
447,0,20.6009
448,0,20.6425
449,0,20.686
450,0,20.7289
451,0,20.7667
452,0,20.8062
453,0,20.8457
454,0,20.889
455,0,20.9323
456,0,20.9765
457,0,21.0197
458,0,21.0632
459,0,21.1056
460,0,21.1455
461,0,21.1891
462,0,21.2345
463,0,21.2818
464,0,21.3296
465,0,21.3799
466,0,21.4226
467,0,21.4675
468,0,21.5134
469,0,21.5594
470,0,21.6053
471,0,21.6471
472,0,21.6887
473,0,21.7319
474,0,21.7732
475,0,21.8194
476,0,21.8656
477,0,21.9091
478,0,21.9528
479,0,21.9934
480,0,22.0349
481,0,22.074
482,0,22.1141
483,0,22.1564
484,0,22.1978
485,0,22.2389
486,0,22.2824
487,0,22.3215
488,0,22.3618
489,0,22.4057
490,0,22.4516
491,0,22.4989
492,0,22.538
493,0,22.5787
494,0,22.619
495,0,22.6568
496,0,22.6988
497,0,22.7371
498,0,22.7831
499,0,22.8249
500,0,22.8706
501,0,22.917
502,0,22.9622
503,0,23.0043
504,0,23.0493
505,0,23.0942
506,0,23.1374
507,0,23.1812
508,0,23.2296
509,0,23.2721
510,0,23.3161
511,0,23.3638
512,0,23.4093
513,0,23.4556
514,0,23.4984
515,0,23.5445
516,0,23.5897
517,0,23.6332
518,0,23.6776
519,0,23.723
520,0,23.7671
521,0,23.8119
522,0,23.8534
523,0,23.8946
524,0,23.9335
525,0,23.9718
526,0,24.0161
527,0,24.0605
528,0,24.1051
529,0,24.1519
530,0,24.1983
531,0,24.249
532,0,24.2932
533,0,24.337
534,0,24.3811
535,0,24.4271
536,0,24.4724
537,0,24.5172
538,0,24.5628
539,0,24.6043
540,0,24.6477
541,0,24.693
542,0,24.7359
543,0,24.778
544,0,24.8208
545,0,24.8696
546,0,24.9114
547,0,24.9562
548,0,24.9999
549,0,25.0431
550,0,25.0884
551,0,25.1341
552,0,25.1767
553,0,25.2211
554,0,25.2605
555,0,25.3022
556,0,25.3483
557,0,25.3954
558,0,25.441
559,0,25.4874
560,0,25.5266
561,0,25.5669
562,0,25.6086
563,0,25.653
564,0,25.6987
565,0,25.7438
566,0,25.7873
567,0,25.8318
568,0,25.8773
569,0,25.9216
570,0,25.9707
571,0,26.0179
572,0,26.0594
573,0,26.1016
574,0,26.1444
575,0,26.1882
576,0,26.2337
577,0,26.2778
578,0,26.3193
579,0,26.3637
580,0,26.4091
581,0,26.4497
582,0,26.4874
583,0,26.5302
584,0,26.569
585,0,26.608
586,0,26.649
587,0,26.694
588,0,26.7358
589,0,26.7875
590,0,26.8315
591,0,26.8767
592,0,26.9202
593,0,26.9673
594,0,27.007
595,0,27.0492
596,0,27.0897
597,0,27.1357
598,0,27.1738
599,0,27.2123
600,0,27.2517
601,0,27.2912
602,0,27.3329
603,0,27.3725
604,0,27.4154
605,0,27.4545
606,0,27.5001
607,0,27.544
608,0,27.5876
609,0,27.6266
610,0,27.6719
611,0,27.7137
612,0,27.7579
613,0,27.7988
614,0,27.8447
615,0,27.884
616,0,27.9296
617,0,27.9717
618,0,28.0141
619,0,28.0583
620,0,28.1009
621,0,28.1485
622,0,28.1908
623,0,28.2356
624,0,28.2817
625,0,28.3264
626,0,28.3666
627,0,28.413
628,0,28.4571
629,0,28.5063
630,0,28.552
631,0,28.5987
632,0,28.6423
633,0,28.6862
634,0,28.7308
635,0,28.7737
636,0,28.8198
637,0,28.8663
638,0,28.9095
639,0,28.9517
640,0,28.9957
641,0,29.0347
642,0,29.0808
643,0,29.1268
644,0,29.1719
645,0,29.2173
646,0,29.2629
647,0,29.3108
648,0,29.3566
649,0,29.4066
650,0,29.4538
651,0,29.4975
652,0,29.5415
653,0,29.5835
654,0,29.6308
655,0,29.673
656,0,29.7173
657,0,29.7604
658,0,29.8057
659,0,29.8518
660,0,29.8959
661,0,29.9421
662,0,29.9903
663,0,30.0293
664,0,30.0745
665,0,30.1139
666,0,30.1559
667,0,30.1962
668,0,30.2365
669,0,30.2769
670,0,30.3159
671,0,30.3551
672,0,30.399
673,0,30.4407
674,0,30.4862
675,0,30.5322
676,0,30.5765
677,0,30.6199
678,0,30.6648
679,0,30.7053
680,0,30.7441
681,0,30.7869
682,0,30.835
683,0,30.8815
684,0,30.9286
685,0,30.9718
686,0,31.0113
687,0,31.0515
688,0,31.0963
689,0,31.1373
690,0,31.1782
691,0,31.2248
692,0,31.2736
693,0,31.3193
694,0,31.3654
695,0,31.4094
696,0,31.452
697,0,31.4965
698,0,31.5415
699,0,31.5843
700,0,31.6311
701,0,31.6739
702,0,31.7207
703,0,31.7654
704,0,31.8108
705,0,31.858
706,0,31.9018
707,0,31.9407
708,0,31.9882
709,0,32.0331
710,0,32.073
711,0,32.1114
712,0,32.1521
713,0,32.1934
714,0,32.2388
715,0,32.2819
716,0,32.3285
717,0,32.3736
718,0,32.4184
719,0,32.464
720,0,32.5072
721,0,32.5538
722,0,32.5981
723,0,32.6433
724,0,32.6891
725,0,32.7281
726,0,32.7681
727,0,32.8123
728,0,32.8571
729,0,32.9025
730,0,32.9496
731,0,32.996
732,0,33.0422
733,0,33.0881
734,0,33.1277
735,0,33.1693
736,0,33.2129
737,0,33.2614
738,0,33.3094
739,0,33.3543
740,0,33.4005
741,0,33.4479
742,0,33.4933
743,0,33.5375
744,0,33.5778
745,0,33.6162
746,0,33.6587
747,0,33.6986
748,0,33.7406
749,0,33.7855
750,0,33.8313
751,0,33.8753
752,0,33.9223
753,0,33.9677
754,0,34.0134
755,0,34.0633
756,0,34.1086
757,0,34.1553
758,0,34.1977
759,0,34.2417
760,0,34.2883
761,0,34.3335
762,0,34.3791
763,0,34.4224
764,0,34.4674
765,0,34.5115
766,0,34.5581
767,0,34.5973
768,0,34.6414
769,0,34.6865
770,0,34.7277
771,0,34.7726
772,0,34.8179
773,0,34.8641
774,0,34.9126
775,0,34.9609
776,0,35.0043
777,0,35.0505
778,0,35.0899
779,0,35.1344
780,0,35.1781
781,0,35.2198
782,0,35.2581
783,0,35.2965
784,0,35.3371
785,0,35.3759
786,0,35.4207
787,0,35.4657
788,0,35.5046
789,0,35.5454
790,0,35.5913
791,0,35.6351
792,0,35.6773
793,0,35.7203
794,0,35.7648
795,0,35.8096
796,0,35.8535
797,0,35.9014
798,0,35.9488
799,0,35.997
800,0,36.0457
801,0,36.0894
802,0,36.1349
803,0,36.1828
804,0,36.2291
805,0,36.2785
806,0,36.3257
807,0,36.3711
808,0,36.4172
809,0,36.4601
810,0,36.5015
811,0,36.5468
812,0,36.5899
813,0,36.6302
814,0,36.6752
815,0,36.7221
816,0,36.7635
817,0,36.8076
818,0,36.8546
819,0,36.9012
820,0,36.9469
821,0,36.9924
822,0,37.0389
823,0,37.0805
824,0,37.122
825,0,37.163
826,0,37.2067
827,0,37.2444
828,0,37.2899
829,0,37.3343
830,0,37.382
831,0,37.4251
832,0,37.4662
833,0,37.5074
834,0,37.5513
835,0,37.5947
836,0,37.6373
837,0,37.6829
838,0,37.7274
839,0,37.7774
840,0,37.8218
841,0,37.8636
842,0,37.9065
843,0,37.9502
844,0,37.9931
845,0,38.035
846,0,38.0829
847,0,38.1264
848,0,38.1707
849,0,38.2146
850,0,38.2624
851,0,38.3046
852,0,38.3463
853,0,38.3936
854,0,38.4395
855,0,38.4841
856,0,38.5227
857,0,38.5674
858,0,38.6132
859,0,38.6563
860,0,38.7028
861,0,38.7458
862,0,38.7897
863,0,38.8359
864,0,38.8837
865,0,38.9261
866,0,38.9668
867,0,39.0101
868,0,39.0583
869,0,39.105
870,0,39.1489
871,0,39.1941
872,0,39.2372
873,0,39.2819
874,0,39.3285
875,0,39.3739
876,0,39.4189
877,0,39.4652
878,0,39.5101
879,0,39.5572
880,0,39.6021
881,0,39.6468
882,0,39.6903
883,0,39.7357
884,0,39.7817
885,0,39.8211
886,0,39.8607
887,0,39.9033
888,0,39.9463
889,0,39.993
890,0,40.04
891,0,40.0876
892,0,40.1307
893,0,40.1745
894,0,40.2197
895,0,40.2621
896,0,40.3058
897,0,40.3482
898,0,40.3906
899,0,40.4318
900,0,40.4772
901,0,40.5215
902,0,40.5635
903,0,40.6043
904,0,40.6426
905,0,40.6806
906,0,40.7252
907,0,40.768
908,0,40.8077
909,0,40.85
910,0,40.8916
911,0,40.9343
912,0,40.9812
913,0,41.0249
914,0,41.0706
915,0,41.1184
916,0,41.1608
917,0,41.2077
918,0,41.2551
919,0,41.3019
920,0,41.3483
921,0,41.3909
922,0,41.4365
923,0,41.4763
924,0,41.5197
925,0,41.5626
926,0,41.6066
927,0,41.6459
928,0,41.6841
929,0,41.725
930,0,41.7633
931,0,41.8077
932,0,41.8539
933,0,41.8984
934,0,41.9393
935,0,41.9782
936,0,42.0242
937,0,42.0692
938,0,42.1174
939,0,42.1612
940,0,42.2059
941,0,42.246
942,0,42.2916
943,0,42.3373
944,0,42.3769
945,0,42.4219
946,0,42.4667
947,0,42.5138
948,0,42.5618
949,0,42.606
950,0,42.6536
951,0,42.6947
952,0,42.7376
953,0,42.7784
954,0,42.8225
955,0,42.8707
956,0,42.9101
957,0,42.9514
958,0,42.9989
959,0,43.0411
960,0,43.0816
961,0,43.1198
962,0,43.1588
963,0,43.2024
964,0,43.2494
965,0,43.2939
966,0,43.3325
967,0,43.3786
968,0,43.4178
969,0,43.4569
970,0,43.4954
971,0,43.534
972,0,43.5752
973,0,43.6167
974,0,43.6561
975,0,43.7021
976,0,43.7466
977,0,43.7907
978,0,43.8362
979,0,43.8838
980,0,43.9334
981,0,43.9745
982,0,44.0138
983,0,44.0586
984,0,44.1032
985,0,44.1492
986,0,44.1941
987,0,44.241
988,0,44.2872
989,0,44.3261
990,0,44.375
991,0,44.4187
992,0,44.4655
993,0,44.5075
994,0,44.5522
995,0,44.5983
996,0,44.6448
997,0,44.6911
998,0,44.7364
999,0,44.7765
1000,0,44.82
1001,0,44.8643
1002,0,44.9063
1003,0,44.9555
1004,0,45.0026
1005,0,45.0518
1006,0,45.0947
1007,0,45.1363
1008,0,45.1808
1009,0,45.2252
1010,0,45.2659
1011,0,45.3039
1012,0,45.349
1013,0,45.397
1014,0,45.4449
1015,0,45.4878
1016,0,45.5318
1017,0,45.5743
1018,0,45.6204
1019,0,45.6668
1020,0,45.7131
1021,0,45.7552
1022,0,45.8003
1023,0,45.8424
1024,0,45.8874
1025,0,45.9336
1026,0,45.9736
1027,0,46.0205
1028,0,46.066
1029,0,46.1129
1030,0,46.1564
1031,0,46.1999
1032,0,46.2456
1033,0,46.2878
1034,0,46.332
1035,0,46.3794
1036,0,46.4255
1037,0,46.4714
1038,0,46.5122
1039,0,46.5516
1040,0,46.594
1041,0,46.6362
1042,0,46.6789
1043,0,46.7197
1044,0,46.7636
1045,0,46.8026
1046,0,46.8426
1047,0,46.8904
1048,0,46.9345
1049,0,46.9753
1050,0,47.0202
1051,0,47.0681
1052,0,47.1103
1053,0,47.1551
1054,0,47.2023
1055,0,47.2464
1056,0,47.2921
1057,0,47.3397
1058,0,47.3892
1059,0,47.4371
1060,0,47.4823
1061,0,47.5283
1062,0,47.5709
1063,0,47.6164
1064,0,47.6595
1065,0,47.7017
1066,0,47.749
1067,0,47.789
1068,0,47.8333
1069,0,47.8762
1070,0,47.9219
1071,0,47.9687
1072,0,48.0177
1073,0,48.0623
1074,0,48.1093
1075,0,48.1489
1076,0,48.1957
1077,0,48.243
1078,0,48.2887
1079,0,48.3353
1080,0,48.3818
1081,0,48.4264
1082,0,48.4699
1083,0,48.515
1084,0,48.5602
1085,0,48.6043
1086,0,48.6466
1087,0,48.6904
1088,0,48.7377
1089,0,48.7798
1090,0,48.8221
1091,0,48.868
1092,0,48.9121
1093,0,48.9588
1094,0,49.0014
1095,0,49.0476
1096,0,49.0869
1097,0,49.1279
1098,0,49.1712
1099,0,49.2128
1100,0,49.2609
1101,0,49.3107
1102,0,49.3573
1103,0,49.4029
1104,0,49.4509
1105,0,49.4974
1106,0,49.5447
1107,0,49.5903
1108,0,49.6362
1109,0,49.6826
1110,0,49.7254
1111,0,49.7709
1112,0,49.8171
1113,0,49.8571
1114,0,49.9015
1115,0,49.9408
1116,0,49.9848
1117,0,50.0302
1118,0,50.0777
1119,0,50.1209
1120,0,50.1683
1121,0,50.2097
1122,0,50.2552
1123,0,50.3017
1124,0,50.3456
1125,0,50.3924
1126,0,50.4342
1127,0,50.4787
1128,0,50.5205
1129,0,50.56
1130,0,50.605
1131,0,50.651
1132,0,50.6942
1133,0,50.7393
1134,0,50.7779
1135,0,50.8207
1136,0,50.8642
1137,0,50.9102
1138,0,50.9517
1139,0,50.997
1140,0,51.0433
1141,0,51.0892
1142,0,51.1363
1143,0,51.1792
1144,0,51.2248
1145,0,51.2686
1146,0,51.3119
1147,0,51.3539
1148,0,51.3955
1149,0,51.4389
1150,0,51.48
1151,0,51.5268
1152,0,51.5713
1153,0,51.6186
1154,0,51.6647
1155,0,51.7056
1156,0,51.7496
1157,0,51.7923
1158,0,51.8371
1159,0,51.8841
1160,0,51.9312
1161,0,51.9797
1162,0,52.0255
1163,0,52.068
1164,0,52.1124
1165,0,52.1587
1166,0,52.2064
1167,0,52.2503
1168,0,52.2979
1169,0,52.3464
1170,0,52.3904
1171,0,52.44
1172,0,52.4833
1173,0,52.5249
1174,0,52.5725
1175,0,52.6156
1176,0,52.6572
1177,0,52.7029
1178,0,52.7481
1179,0,52.7909
1180,0,52.8349
